unique_id1,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,result
P62861,0.195,0.09,0.714,0.173,0.511,0.459,0.038,0.038,0.09,0.195,0.714,0.481,0.263,0.353,0.09,0.03,0.556,0.233,0.211,0.459,0.331,0.18,0.248,0.504,0.496,0.435,-0.78,-0.651,-0.317,0.181,1
Q6PCB8,0.125,0.116,0.758,0.254,0.434,0.37,0.049,0.083,0.116,0.125,0.758,0.471,0.245,0.364,0.153,0.04,0.434,0.278,0.287,0.394,0.346,0.269,0.211,0.486,0.514,0.164,-0.398,-0.267,-0.533,0.037,0
P42224,0.14,0.137,0.723,0.224,0.439,0.348,0.047,0.089,0.137,0.14,0.723,0.464,0.247,0.36,0.115,0.039,0.48,0.26,0.26,0.38,0.389,0.232,0.152,0.417,0.583,0.099,-0.172,-0.369,-0.469,0.093,1
O94826,0.15,0.138,0.712,0.204,0.467,0.405,0.039,0.074,0.138,0.15,0.712,0.451,0.23,0.35,0.082,0.048,0.539,0.204,0.257,0.419,0.377,0.202,0.262,0.469,0.531,0.382,-0.444,-0.262,-0.442,0.182,1
Q9NUM4,0.106,0.091,0.803,0.307,0.431,0.369,0.036,0.099,0.091,0.106,0.803,0.471,0.208,0.372,0.157,0.047,0.358,0.361,0.281,0.383,0.296,0.307,0.182,0.507,0.493,0.027,-0.455,-0.347,-0.555,-0.041,1
P35247,0.104,0.101,0.795,0.179,0.589,0.536,0.104,0.045,0.101,0.104,0.795,0.448,0.235,0.445,0.096,0.037,0.416,0.165,0.419,0.48,0.347,0.24,0.365,0.624,0.376,0.5,-1.041,-0.036,-0.473,0.254,1
Q6UWM5,0.116,0.07,0.814,0.24,0.504,0.388,0.062,0.132,0.07,0.116,0.814,0.55,0.248,0.269,0.107,0.087,0.376,0.335,0.289,0.479,0.298,0.256,0.277,0.529,0.471,-0.119,-0.349,0.112,-0.193,-0.074,0
Q9H267,0.152,0.143,0.705,0.199,0.472,0.387,0.036,0.092,0.143,0.152,0.705,0.478,0.222,0.342,0.112,0.044,0.483,0.261,0.256,0.431,0.316,0.22,0.206,0.434,0.566,0.074,-0.333,-0.359,-0.451,0.124,1
Q2NL82,0.175,0.146,0.679,0.185,0.471,0.381,0.06,0.081,0.146,0.175,0.679,0.461,0.257,0.363,0.101,0.042,0.5,0.235,0.265,0.387,0.361,0.25,0.187,0.449,0.551,0.257,-0.301,-0.361,-0.314,0.182,0
Q9C037,0.164,0.122,0.714,0.208,0.468,0.38,0.062,0.092,0.122,0.164,0.714,0.496,0.264,0.326,0.11,0.048,0.47,0.278,0.252,0.418,0.334,0.244,0.202,0.464,0.536,0.132,-0.259,-0.289,-0.27,0.092,1
P05106,0.118,0.135,0.747,0.28,0.424,0.364,0.049,0.072,0.135,0.118,0.747,0.48,0.211,0.385,0.138,0.091,0.376,0.31,0.315,0.425,0.322,0.254,0.275,0.561,0.439,0.388,-0.55,0.01,-0.515,-0.044,1
Q6WBX8,0.134,0.12,0.746,0.254,0.448,0.345,0.035,0.089,0.12,0.134,0.746,0.495,0.214,0.354,0.155,0.073,0.425,0.291,0.284,0.43,0.31,0.251,0.258,0.493,0.507,0.161,-0.406,-0.111,-0.454,0.059,0
Q5JTH9,0.166,0.119,0.715,0.201,0.496,0.427,0.047,0.062,0.119,0.166,0.715,0.51,0.231,0.342,0.128,0.042,0.526,0.237,0.237,0.445,0.296,0.244,0.251,0.477,0.523,0.161,-0.554,-0.382,-0.348,0.222,0
Q9BV40,0.15,0.13,0.72,0.15,0.5,0.39,0.0,0.08,0.13,0.15,0.72,0.51,0.22,0.33,0.11,0.04,0.46,0.34,0.2,0.48,0.3,0.16,0.18,0.43,0.57,0.042,-0.492,-0.576,-0.474,-0.064,1
Q49AH0,0.16,0.134,0.706,0.219,0.465,0.401,0.037,0.07,0.134,0.16,0.706,0.524,0.219,0.316,0.107,0.08,0.508,0.283,0.209,0.455,0.316,0.225,0.246,0.471,0.529,0.111,-0.54,-0.262,-0.367,0.072,0
Q5GAN6,0.111,0.139,0.75,0.236,0.463,0.38,0.046,0.051,0.139,0.111,0.75,0.495,0.208,0.389,0.125,0.083,0.468,0.241,0.292,0.407,0.361,0.255,0.218,0.491,0.509,0.182,-0.533,-0.143,-0.521,0.079,0
Q9BW27,0.131,0.137,0.732,0.213,0.486,0.395,0.037,0.084,0.137,0.131,0.732,0.505,0.2,0.346,0.125,0.056,0.498,0.247,0.255,0.439,0.288,0.248,0.216,0.428,0.572,-0.057,-0.351,-0.283,-0.416,0.136,1
P63220,0.157,0.12,0.723,0.181,0.482,0.398,0.012,0.072,0.12,0.157,0.723,0.446,0.229,0.337,0.096,0.06,0.41,0.277,0.313,0.458,0.301,0.181,0.289,0.542,0.458,0.497,-0.528,-0.228,-0.405,0.05,1
Q6DWJ6,0.116,0.037,0.847,0.258,0.547,0.433,0.051,0.147,0.037,0.116,0.847,0.615,0.21,0.235,0.15,0.048,0.357,0.419,0.224,0.499,0.198,0.317,0.201,0.453,0.547,-0.803,-0.359,-0.258,-0.158,0.048,0
Q6NT32,0.11,0.096,0.795,0.195,0.56,0.452,0.07,0.118,0.096,0.11,0.795,0.548,0.219,0.317,0.118,0.03,0.419,0.282,0.299,0.485,0.289,0.264,0.24,0.503,0.497,-0.284,-0.442,-0.107,-0.318,0.199,0
P05013,0.148,0.127,0.725,0.254,0.444,0.333,0.026,0.095,0.127,0.148,0.725,0.497,0.201,0.344,0.132,0.074,0.524,0.259,0.217,0.407,0.291,0.249,0.201,0.407,0.593,0.017,-0.197,-0.348,-0.356,0.088,1
Q14576,0.114,0.079,0.807,0.232,0.52,0.447,0.044,0.082,0.079,0.114,0.807,0.482,0.213,0.376,0.139,0.033,0.406,0.267,0.327,0.46,0.289,0.251,0.278,0.54,0.46,0.118,-0.698,-0.271,-0.469,0.132,0
P62316,0.212,0.11,0.678,0.161,0.424,0.347,0.051,0.042,0.11,0.212,0.678,0.432,0.356,0.297,0.11,0.059,0.483,0.229,0.288,0.347,0.424,0.22,0.153,0.458,0.542,0.39,-0.266,-0.546,-0.313,-0.003,1
P30613,0.129,0.11,0.761,0.178,0.559,0.502,0.049,0.052,0.11,0.129,0.761,0.526,0.202,0.347,0.11,0.033,0.451,0.277,0.272,0.502,0.258,0.213,0.279,0.537,0.463,0.097,-0.785,-0.389,-0.447,0.222,1
Q6UWD8,0.098,0.098,0.804,0.188,0.607,0.522,0.17,0.076,0.098,0.098,0.804,0.607,0.277,0.348,0.134,0.022,0.433,0.228,0.339,0.433,0.321,0.326,0.263,0.58,0.42,-0.092,-0.506,-0.095,-0.233,0.414,0
Q6RSH7,0.122,0.101,0.777,0.18,0.532,0.453,0.079,0.094,0.101,0.122,0.777,0.525,0.266,0.295,0.086,0.036,0.453,0.266,0.281,0.46,0.302,0.237,0.216,0.482,0.518,-0.074,-0.317,-0.236,-0.295,0.097,0
Q5VU97,0.13,0.112,0.758,0.249,0.455,0.385,0.05,0.075,0.112,0.13,0.758,0.495,0.234,0.35,0.148,0.058,0.41,0.292,0.298,0.403,0.295,0.301,0.229,0.527,0.473,0.174,-0.445,-0.152,-0.402,0.074,0
Q9Y239,0.132,0.109,0.759,0.229,0.49,0.407,0.04,0.089,0.109,0.132,0.759,0.514,0.212,0.342,0.12,0.046,0.492,0.259,0.249,0.463,0.296,0.227,0.22,0.45,0.55,-0.062,-0.425,-0.3,-0.418,0.127,1
Q8N6I4,0.11,0.067,0.822,0.252,0.546,0.429,0.061,0.135,0.067,0.11,0.822,0.583,0.196,0.294,0.129,0.055,0.436,0.337,0.227,0.479,0.227,0.301,0.215,0.442,0.558,-0.549,-0.361,-0.244,-0.2,0.095,1
Q5HYL7,0.112,0.056,0.831,0.264,0.545,0.461,0.022,0.062,0.056,0.112,0.831,0.534,0.157,0.354,0.163,0.096,0.416,0.292,0.292,0.551,0.169,0.264,0.354,0.506,0.494,-0.19,-0.932,-0.134,-0.346,0.019,0
Q4VX76,0.169,0.095,0.736,0.266,0.436,0.374,0.052,0.069,0.095,0.169,0.736,0.477,0.256,0.375,0.146,0.043,0.469,0.267,0.264,0.41,0.331,0.249,0.228,0.492,0.508,0.308,-0.434,-0.371,-0.336,0.12,0
Q5VTQ0,0.13,0.111,0.758,0.235,0.487,0.403,0.031,0.097,0.111,0.13,0.758,0.493,0.198,0.339,0.125,0.045,0.507,0.251,0.242,0.46,0.289,0.229,0.255,0.44,0.56,-0.025,-0.425,-0.298,-0.436,0.13,0
Q6P656,0.153,0.14,0.708,0.203,0.462,0.385,0.053,0.076,0.14,0.153,0.708,0.468,0.249,0.355,0.11,0.05,0.465,0.243,0.292,0.392,0.329,0.269,0.189,0.478,0.522,0.217,-0.306,-0.255,-0.347,0.12,0
Q6Y7W6,0.161,0.171,0.668,0.247,0.386,0.317,0.057,0.057,0.171,0.161,0.668,0.368,0.253,0.461,0.114,0.028,0.57,0.159,0.272,0.309,0.434,0.222,0.202,0.414,0.586,0.809,-0.143,-0.447,-0.536,0.203,1
Q15390,0.156,0.123,0.721,0.204,0.483,0.423,0.093,0.045,0.123,0.156,0.721,0.492,0.282,0.351,0.129,0.033,0.498,0.204,0.297,0.375,0.387,0.27,0.222,0.492,0.508,0.254,-0.403,-0.331,-0.387,0.33,0
Q5GJ75,0.171,0.123,0.705,0.205,0.455,0.401,0.045,0.058,0.123,0.171,0.705,0.476,0.26,0.346,0.13,0.031,0.486,0.247,0.267,0.408,0.336,0.247,0.212,0.479,0.521,0.269,-0.441,-0.389,-0.404,0.188,0
P63279,0.152,0.114,0.734,0.184,0.506,0.411,0.101,0.101,0.114,0.152,0.734,0.513,0.297,0.297,0.082,0.051,0.449,0.259,0.291,0.405,0.392,0.253,0.203,0.468,0.532,0.018,-0.218,-0.171,-0.226,0.165,1
P08648,0.102,0.103,0.795,0.242,0.521,0.457,0.073,0.093,0.103,0.102,0.795,0.488,0.207,0.386,0.127,0.027,0.415,0.255,0.331,0.459,0.3,0.265,0.27,0.529,0.471,0.041,-0.581,-0.143,-0.474,0.202,1
P05556,0.12,0.132,0.748,0.267,0.409,0.346,0.044,0.073,0.132,0.12,0.748,0.459,0.237,0.375,0.129,0.091,0.355,0.325,0.321,0.419,0.356,0.233,0.262,0.55,0.45,0.457,-0.515,0.008,-0.549,-0.143,1
Q04206,0.114,0.118,0.768,0.223,0.517,0.456,0.132,0.065,0.118,0.114,0.768,0.526,0.274,0.361,0.127,0.034,0.412,0.234,0.354,0.383,0.368,0.316,0.236,0.561,0.439,0.153,-0.439,-0.062,-0.412,0.365,1
Q15651,0.253,0.182,0.566,0.182,0.354,0.343,0.111,0.0,0.182,0.253,0.566,0.333,0.394,0.455,0.152,0.01,0.566,0.101,0.333,0.232,0.545,0.273,0.273,0.525,0.475,1.49,-0.453,-0.428,-0.45,0.341,0
Q6PF04,0.22,0.1,0.679,0.276,0.353,0.297,0.031,0.068,0.1,0.22,0.679,0.392,0.301,0.37,0.139,0.066,0.459,0.271,0.271,0.366,0.337,0.274,0.25,0.465,0.535,0.721,-0.284,-0.224,-0.181,-0.049,0
Q16665,0.13,0.143,0.728,0.276,0.412,0.345,0.061,0.059,0.143,0.13,0.728,0.469,0.23,0.415,0.174,0.052,0.447,0.248,0.305,0.335,0.361,0.322,0.206,0.504,0.496,0.354,-0.392,-0.2,-0.535,0.175,1
Q6ISS4,0.112,0.125,0.763,0.25,0.5,0.441,0.092,0.079,0.125,0.112,0.763,0.474,0.217,0.428,0.178,0.033,0.382,0.243,0.375,0.414,0.276,0.349,0.309,0.579,0.421,0.287,-0.672,0.007,-0.469,0.229,0
Q5SY80,0.126,0.099,0.775,0.249,0.481,0.379,0.045,0.14,0.099,0.126,0.775,0.522,0.217,0.323,0.145,0.038,0.366,0.373,0.261,0.437,0.269,0.294,0.19,0.468,0.532,-0.248,-0.303,-0.238,-0.344,0.003,0
Q92621,0.126,0.119,0.755,0.227,0.499,0.429,0.047,0.076,0.119,0.126,0.755,0.515,0.202,0.344,0.11,0.044,0.505,0.254,0.24,0.45,0.308,0.234,0.205,0.431,0.569,-0.123,-0.44,-0.37,-0.456,0.198,1
Q3LIE5,0.135,0.137,0.728,0.216,0.453,0.348,0.053,0.129,0.137,0.135,0.728,0.45,0.246,0.339,0.102,0.047,0.404,0.289,0.307,0.395,0.336,0.281,0.193,0.48,0.52,0.132,-0.128,-0.037,-0.333,0.024,0
Q6IMI4,0.145,0.132,0.723,0.221,0.469,0.35,0.04,0.145,0.132,0.145,0.723,0.465,0.218,0.353,0.112,0.036,0.426,0.31,0.264,0.426,0.34,0.248,0.211,0.426,0.574,0.011,-0.219,-0.172,-0.359,0.07,0
Q2M3X9,0.244,0.112,0.644,0.287,0.337,0.277,0.036,0.09,0.112,0.244,0.644,0.394,0.299,0.372,0.145,0.062,0.475,0.293,0.232,0.346,0.339,0.294,0.234,0.432,0.568,0.684,-0.205,-0.297,-0.113,-0.022,0
Q5VYY2,0.116,0.092,0.792,0.213,0.52,0.4,0.043,0.106,0.092,0.116,0.792,0.518,0.217,0.324,0.113,0.061,0.435,0.298,0.267,0.44,0.291,0.27,0.203,0.459,0.541,-0.184,-0.37,-0.258,-0.287,0.022,0
O15530,0.149,0.124,0.727,0.234,0.46,0.383,0.068,0.101,0.124,0.149,0.727,0.462,0.25,0.362,0.126,0.034,0.451,0.257,0.291,0.39,0.344,0.281,0.216,0.462,0.538,0.154,-0.292,-0.237,-0.376,0.167,1
Q2NKX9,0.229,0.151,0.62,0.199,0.404,0.373,0.096,0.042,0.151,0.229,0.62,0.373,0.343,0.373,0.102,0.036,0.494,0.175,0.331,0.307,0.38,0.313,0.229,0.494,0.506,0.859,-0.196,-0.238,-0.17,0.263,0
Q5T013,0.112,0.119,0.769,0.152,0.588,0.509,0.076,0.083,0.119,0.112,0.769,0.516,0.217,0.343,0.058,0.029,0.505,0.217,0.278,0.498,0.303,0.199,0.26,0.491,0.509,0.009,-0.576,-0.276,-0.378,0.24,0
P13747,0.137,0.134,0.729,0.251,0.464,0.394,0.047,0.095,0.134,0.137,0.729,0.464,0.198,0.422,0.154,0.022,0.45,0.271,0.279,0.416,0.282,0.291,0.257,0.508,0.492,0.323,-0.467,-0.242,-0.38,0.147,1
Q6XPR3,0.195,0.134,0.671,0.416,0.23,0.203,0.023,0.069,0.134,0.195,0.671,0.182,0.244,0.593,0.161,0.019,0.501,0.151,0.348,0.216,0.407,0.32,0.253,0.432,0.568,1.512,-0.01,-0.264,-0.416,0.125,0
Q641Q3,0.158,0.106,0.736,0.203,0.521,0.453,0.08,0.077,0.106,0.158,0.736,0.492,0.251,0.363,0.1,0.045,0.463,0.238,0.299,0.46,0.264,0.251,0.273,0.521,0.479,0.286,-0.509,-0.232,-0.224,0.168,0
Q8WTV0,0.105,0.071,0.824,0.216,0.565,0.446,0.069,0.107,0.071,0.105,0.824,0.558,0.217,0.313,0.13,0.067,0.4,0.299,0.301,0.48,0.257,0.293,0.259,0.52,0.48,-0.3,-0.569,-0.102,-0.262,0.082,1
Q6UX52,0.125,0.079,0.796,0.238,0.521,0.434,0.083,0.083,0.079,0.125,0.796,0.532,0.245,0.34,0.143,0.049,0.423,0.268,0.309,0.449,0.298,0.283,0.279,0.543,0.457,0.042,-0.514,-0.122,-0.279,0.179,0
P62987,0.234,0.102,0.664,0.219,0.398,0.367,0.047,0.039,0.102,0.234,0.664,0.445,0.328,0.312,0.094,0.055,0.508,0.266,0.227,0.375,0.391,0.203,0.164,0.414,0.586,0.414,-0.318,-0.638,-0.259,0.079,1
P62263,0.199,0.106,0.695,0.185,0.49,0.437,0.046,0.033,0.106,0.199,0.695,0.464,0.265,0.377,0.126,0.046,0.477,0.238,0.285,0.437,0.285,0.225,0.291,0.536,0.464,0.619,-0.733,-0.469,-0.296,0.17,1
Q6UWQ7,0.101,0.084,0.815,0.294,0.487,0.412,0.109,0.092,0.084,0.101,0.815,0.58,0.244,0.286,0.118,0.118,0.345,0.345,0.311,0.479,0.303,0.269,0.294,0.571,0.429,-0.109,-0.45,0.228,-0.305,0.002,0
O94855,0.102,0.08,0.818,0.253,0.52,0.443,0.107,0.08,0.08,0.102,0.818,0.522,0.253,0.343,0.122,0.06,0.399,0.26,0.341,0.406,0.342,0.323,0.238,0.538,0.462,-0.06,-0.502,-0.038,-0.36,0.212,1
Q6UXA7,0.086,0.062,0.852,0.188,0.606,0.532,0.154,0.074,0.062,0.086,0.852,0.492,0.298,0.369,0.132,0.022,0.338,0.169,0.492,0.443,0.32,0.338,0.326,0.622,0.378,0.066,-0.576,0.147,-0.214,0.303,0
Q5SRI9,0.152,0.097,0.751,0.242,0.439,0.355,0.067,0.136,0.097,0.152,0.751,0.452,0.288,0.318,0.141,0.024,0.379,0.301,0.32,0.357,0.327,0.331,0.18,0.463,0.537,0.02,-0.075,-0.206,-0.27,0.045,0
Q9Y243,0.165,0.163,0.672,0.207,0.434,0.332,0.046,0.111,0.163,0.165,0.672,0.461,0.242,0.37,0.119,0.05,0.438,0.301,0.261,0.372,0.351,0.263,0.165,0.441,0.559,0.226,-0.203,-0.305,-0.386,0.034,1
P62314,0.244,0.084,0.672,0.143,0.487,0.437,0.042,0.025,0.084,0.244,0.672,0.437,0.328,0.345,0.118,0.034,0.479,0.235,0.286,0.412,0.269,0.227,0.193,0.479,0.521,0.469,-0.601,-0.833,-0.18,0.073,1
P04439,0.132,0.129,0.74,0.258,0.471,0.397,0.044,0.09,0.129,0.132,0.74,0.485,0.186,0.414,0.145,0.036,0.455,0.279,0.266,0.419,0.274,0.274,0.258,0.518,0.482,0.32,-0.488,-0.291,-0.385,0.151,1
Q5SRN2,0.176,0.14,0.684,0.254,0.403,0.371,0.05,0.027,0.14,0.176,0.684,0.387,0.252,0.449,0.16,0.03,0.49,0.211,0.298,0.341,0.41,0.252,0.25,0.487,0.513,0.724,-0.609,-0.498,-0.589,0.217,0
P27487,0.116,0.112,0.772,0.277,0.443,0.355,0.038,0.141,0.112,0.116,0.772,0.467,0.206,0.356,0.149,0.035,0.36,0.35,0.29,0.401,0.294,0.304,0.208,0.487,0.513,-0.018,-0.255,-0.179,-0.411,-0.016,1
Q5VTE0,0.162,0.115,0.723,0.171,0.519,0.45,0.054,0.067,0.115,0.162,0.723,0.498,0.249,0.342,0.11,0.041,0.411,0.301,0.288,0.45,0.327,0.24,0.242,0.541,0.459,0.203,-0.696,-0.334,-0.344,0.134,0
Q16236,0.121,0.17,0.709,0.243,0.418,0.354,0.069,0.061,0.17,0.121,0.709,0.435,0.238,0.421,0.152,0.03,0.453,0.21,0.337,0.339,0.417,0.286,0.205,0.496,0.504,0.411,-0.301,-0.121,-0.637,0.257,1
Q6P9G4,0.087,0.153,0.76,0.213,0.47,0.393,0.06,0.066,0.153,0.087,0.76,0.514,0.224,0.366,0.153,0.038,0.454,0.262,0.284,0.383,0.372,0.273,0.186,0.497,0.503,0.057,-0.448,-0.251,-0.709,0.127,0
Q14258,0.162,0.111,0.727,0.256,0.433,0.373,0.068,0.075,0.111,0.162,0.727,0.502,0.268,0.327,0.132,0.059,0.476,0.275,0.249,0.398,0.348,0.276,0.235,0.494,0.506,0.242,-0.357,-0.18,-0.315,0.126,1
Q96CW1,0.166,0.103,0.731,0.209,0.476,0.386,0.039,0.092,0.103,0.166,0.731,0.474,0.251,0.326,0.117,0.044,0.423,0.32,0.257,0.421,0.322,0.234,0.198,0.451,0.549,0.067,-0.379,-0.46,-0.349,0.056,1
Q2VYF4,0.159,0.106,0.735,0.251,0.462,0.377,0.071,0.077,0.106,0.159,0.735,0.513,0.253,0.352,0.153,0.047,0.507,0.251,0.242,0.373,0.346,0.303,0.187,0.436,0.564,-0.011,-0.351,-0.397,-0.343,0.228,0
P49411,0.158,0.125,0.716,0.152,0.538,0.481,0.053,0.051,0.125,0.158,0.716,0.532,0.237,0.332,0.097,0.042,0.497,0.266,0.237,0.47,0.29,0.233,0.218,0.49,0.51,0.054,-0.719,-0.448,-0.367,0.163,1
Q15181,0.156,0.156,0.689,0.159,0.474,0.388,0.069,0.104,0.156,0.156,0.689,0.488,0.28,0.311,0.083,0.045,0.363,0.318,0.318,0.415,0.391,0.232,0.201,0.536,0.464,0.261,-0.261,-0.042,-0.316,0.073,0
Q3SY17,0.165,0.067,0.768,0.195,0.529,0.438,0.044,0.108,0.067,0.165,0.768,0.532,0.253,0.286,0.098,0.037,0.465,0.306,0.229,0.488,0.256,0.239,0.202,0.424,0.576,-0.249,-0.423,-0.405,-0.187,0.082,0
P62857,0.203,0.13,0.667,0.232,0.42,0.377,0.029,0.014,0.13,0.203,0.667,0.449,0.246,0.42,0.159,0.043,0.478,0.275,0.246,0.377,0.275,0.217,0.188,0.493,0.507,0.635,-0.555,-0.848,-0.477,0.115,1
P01567,0.143,0.127,0.73,0.254,0.45,0.333,0.026,0.106,0.127,0.143,0.73,0.492,0.196,0.354,0.138,0.063,0.513,0.275,0.212,0.413,0.296,0.249,0.201,0.386,0.614,-0.036,-0.224,-0.363,-0.412,0.083,1
Q92793,0.114,0.075,0.811,0.292,0.471,0.406,0.113,0.043,0.075,0.114,0.811,0.475,0.276,0.399,0.144,0.059,0.448,0.198,0.354,0.339,0.394,0.339,0.253,0.55,0.45,0.348,-0.482,-0.091,-0.36,0.275,1
P17181,0.118,0.12,0.761,0.257,0.442,0.361,0.047,0.11,0.12,0.118,0.761,0.492,0.228,0.352,0.156,0.031,0.372,0.348,0.28,0.404,0.35,0.269,0.194,0.49,0.51,0.008,-0.327,-0.237,-0.518,0.038,1
Q6UWV2,0.136,0.106,0.757,0.268,0.468,0.391,0.038,0.094,0.106,0.136,0.757,0.502,0.196,0.374,0.174,0.051,0.379,0.336,0.285,0.438,0.247,0.294,0.268,0.545,0.455,0.143,-0.6,-0.229,-0.423,0.076,0
Q9UHI6,0.137,0.115,0.748,0.258,0.447,0.388,0.059,0.07,0.115,0.137,0.748,0.461,0.239,0.373,0.146,0.04,0.458,0.248,0.295,0.381,0.333,0.292,0.238,0.49,0.51,0.259,-0.398,-0.25,-0.435,0.179,1
Q6SJ96,0.117,0.12,0.764,0.251,0.469,0.402,0.082,0.073,0.12,0.117,0.764,0.487,0.242,0.367,0.155,0.041,0.423,0.254,0.324,0.382,0.353,0.303,0.233,0.513,0.487,0.12,-0.437,-0.165,-0.526,0.225,0
P48551,0.089,0.161,0.75,0.243,0.46,0.377,0.068,0.089,0.161,0.089,0.75,0.489,0.204,0.406,0.171,0.041,0.367,0.289,0.344,0.383,0.342,0.317,0.206,0.518,0.482,0.066,-0.405,-0.049,-0.631,0.133,1
Q5TID7,0.2,0.202,0.597,0.214,0.32,0.259,0.039,0.053,0.202,0.2,0.597,0.35,0.303,0.415,0.12,0.033,0.552,0.181,0.267,0.271,0.475,0.214,0.151,0.391,0.609,0.904,0.043,-0.455,-0.56,0.107,0
P62701,0.217,0.095,0.688,0.148,0.502,0.43,0.053,0.072,0.095,0.217,0.688,0.502,0.308,0.297,0.103,0.034,0.414,0.316,0.27,0.445,0.3,0.224,0.19,0.475,0.525,0.152,-0.459,-0.529,-0.16,0.103,1
Q5T8P6,0.183,0.141,0.676,0.218,0.419,0.37,0.096,0.055,0.141,0.183,0.676,0.44,0.318,0.377,0.15,0.023,0.45,0.22,0.33,0.314,0.397,0.306,0.195,0.512,0.488,0.539,-0.252,-0.327,-0.387,0.258,0
Q5TH74,0.147,0.057,0.796,0.278,0.458,0.368,0.123,0.108,0.057,0.147,0.796,0.476,0.329,0.332,0.174,0.045,0.347,0.26,0.392,0.338,0.377,0.371,0.266,0.569,0.431,0.223,-0.273,0.051,-0.222,0.195,0
Q6PI73,0.11,0.071,0.819,0.283,0.509,0.439,0.102,0.094,0.071,0.11,0.819,0.489,0.239,0.385,0.164,0.042,0.407,0.233,0.36,0.403,0.279,0.372,0.287,0.547,0.453,0.043,-0.53,-0.026,-0.291,0.22,0
Q4ZIN3,0.09,0.1,0.81,0.195,0.584,0.471,0.089,0.11,0.1,0.09,0.81,0.566,0.21,0.324,0.129,0.042,0.419,0.265,0.316,0.469,0.263,0.308,0.268,0.532,0.468,-0.263,-0.519,-0.02,-0.341,0.253,0
Q6UXT9,0.141,0.109,0.75,0.186,0.551,0.479,0.077,0.094,0.109,0.141,0.75,0.526,0.231,0.333,0.111,0.034,0.455,0.241,0.303,0.504,0.231,0.244,0.288,0.513,0.487,0.011,-0.501,-0.172,-0.258,0.203,0
Q6V1P9,0.099,0.141,0.76,0.239,0.479,0.419,0.057,0.076,0.141,0.099,0.76,0.496,0.198,0.403,0.162,0.022,0.376,0.295,0.329,0.42,0.309,0.286,0.228,0.555,0.445,0.15,-0.563,-0.162,-0.62,0.191,0
Q6UXM1,0.118,0.111,0.771,0.248,0.466,0.391,0.053,0.074,0.111,0.118,0.771,0.488,0.228,0.373,0.162,0.049,0.417,0.248,0.334,0.417,0.302,0.286,0.26,0.534,0.466,0.2,-0.469,-0.096,-0.459,0.127,0
Q5VV52,0.219,0.137,0.644,0.286,0.337,0.279,0.067,0.063,0.137,0.219,0.644,0.368,0.308,0.429,0.171,0.063,0.467,0.222,0.311,0.308,0.337,0.346,0.273,0.47,0.53,0.941,-0.21,-0.086,-0.192,0.046,0
Q86U44,0.153,0.14,0.707,0.228,0.452,0.393,0.057,0.055,0.14,0.153,0.707,0.472,0.238,0.391,0.14,0.041,0.46,0.24,0.3,0.398,0.336,0.264,0.236,0.51,0.49,0.389,-0.455,-0.244,-0.418,0.21,1
O00187,0.115,0.118,0.767,0.264,0.477,0.401,0.066,0.111,0.118,0.115,0.767,0.499,0.207,0.386,0.15,0.052,0.36,0.324,0.316,0.437,0.281,0.306,0.271,0.548,0.452,0.141,-0.543,-0.008,-0.404,0.047,1
Q6IQ32,0.141,0.071,0.789,0.231,0.519,0.462,0.101,0.06,0.071,0.141,0.789,0.523,0.28,0.324,0.134,0.043,0.412,0.266,0.322,0.423,0.326,0.316,0.24,0.553,0.447,-0.006,-0.599,-0.186,-0.281,0.235,0
P51617,0.11,0.097,0.794,0.24,0.537,0.476,0.103,0.069,0.097,0.11,0.794,0.525,0.229,0.374,0.143,0.035,0.452,0.215,0.333,0.447,0.296,0.299,0.31,0.559,0.441,0.123,-0.609,-0.065,-0.362,0.327,1
Q13241,0.089,0.101,0.81,0.341,0.402,0.302,0.028,0.123,0.101,0.089,0.81,0.475,0.184,0.391,0.184,0.073,0.391,0.313,0.296,0.413,0.313,0.279,0.263,0.464,0.536,0.054,-0.275,-0.004,-0.517,-0.089,1
Q6P4E1,0.161,0.179,0.661,0.195,0.404,0.367,0.053,0.046,0.179,0.161,0.661,0.365,0.275,0.408,0.08,0.018,0.509,0.17,0.321,0.342,0.452,0.204,0.181,0.456,0.544,0.697,-0.215,-0.324,-0.577,0.213,0
P62249,0.219,0.082,0.699,0.199,0.486,0.452,0.048,0.075,0.082,0.219,0.699,0.438,0.281,0.301,0.075,0.027,0.507,0.26,0.233,0.438,0.308,0.205,0.233,0.438,0.562,0.216,-0.484,-0.677,-0.213,0.183,1
P07858,0.118,0.106,0.776,0.254,0.472,0.383,0.059,0.118,0.106,0.118,0.776,0.463,0.227,0.363,0.124,0.071,0.342,0.319,0.339,0.442,0.289,0.286,0.286,0.549,0.451,0.22,-0.431,0.077,-0.288,-0.088,1
